レースID,単勝,複勝1,複勝2,2連単,2連複,拡連複12,拡連複13,拡連複23,3連単,3連複
2020-09-09大　村ルーキーシリーズ第１６戦1R,1350,340,230,6730,1710,400,770,380,35300,5420
2020-09-09大　村ルーキーシリーズ第１６戦2R,760,490,340,7720,3810,650,240,360,25980,1510
2020-09-09大　村ルーキーシリーズ第１６戦3R,500,220,190,1210,820,320,280,240,3710,1150
2020-09-09大　村ルーキーシリーズ第１６戦4R,410,240,220,1350,580,190,120,180,2470,230
2020-09-09大　村ルーキーシリーズ第１６戦5R,170,160,480,820,590,240,250,390,3200,900
2020-09-09大　村ルーキーシリーズ第１６戦6R,100,100,130,200,190,100,200,200,990,410
2020-09-09大　村ルーキーシリーズ第１６戦7R,170,120,150,610,480,140,120,170,1050,340
2020-09-09大　村ルーキーシリーズ第１６戦8R,130,130,200,640,470,190,360,530,2640,1080
2020-09-09大　村ルーキーシリーズ第１６戦9R,1500,550,280,6520,1270,790,310,250,17000,1010
2020-09-09大　村ルーキーシリーズ第１６戦10R,2540,400,320,15800,4340,420,480,360,57220,5520
2020-09-09大　村ルーキーシリーズ第１６戦11R,200,100,100,340,190,130,150,180,820,380
2020-09-09大　村ルーキーシリーズ第１６戦12R,110,100,150,490,380,180,210,490,1720,580
2020-09-09唐　津スポーツ報知杯1R,100,100,140,340,400,190,180,550,1210,800
2020-09-09唐　津スポーツ報知杯2R,1080,980,640,12480,6360,1630,310,380,77350,2200
2020-09-09唐　津スポーツ報知杯3R,120,100,100,260,150,130,170,200,600,300
2020-09-09唐　津スポーツ報知杯4R,1490,220,130,3690,580,140,1650,270,23340,1960
2020-09-09唐　津スポーツ報知杯5R,160,100,370,1280,1550,730,340,4910,10470,4300
2020-09-09唐　津スポーツ報知杯6R,220,180,130,470,170,130,720,590,5250,2020
2020-09-09唐　津スポーツ報知杯7R,410,120,1270,4180,2510,1980,230,890,14650,1120
2020-09-09唐　津スポーツ報知杯8R,100,-1,-1,110,-1,-1,-1,-1,-1,-1
2020-09-09唐　津スポーツ報知杯9R,150,100,150,590,290,150,350,260,1140,350
2020-09-09唐　津スポーツ報知杯10R,390,250,250,16620,7100,730,200,680,42620,4190
2020-09-09唐　津スポーツ報知杯11R,380,310,160,1280,300,100,480,350,2680,730
2020-09-09唐　津スポーツ報知杯12R,910,190,280,12060,3280,720,380,220,46650,1030
2020-09-09芦　屋日本ＭＢ選手会会長杯1R,110,100,150,210,190,110,120,230,550,240
2020-09-09芦　屋日本ＭＢ選手会会長杯2R,150,110,340,660,710,160,120,190,1060,200
2020-09-09芦　屋日本ＭＢ選手会会長杯3R,720,200,300,2890,2490,290,670,1270,14340,3020
2020-09-09芦　屋日本ＭＢ選手会会長杯4R,2060,640,430,6030,1330,210,170,120,16090,380
2020-09-09芦　屋日本ＭＢ選手会会長杯5R,3110,270,100,40170,6390,1540,2030,150,95810,4780
2020-09-09芦　屋日本ＭＢ選手会会長杯6R,1800,380,120,6450,1130,320,1040,370,31020,2000
2020-09-09芦　屋日本ＭＢ選手会会長杯7R,280,130,130,640,230,100,250,270,1630,370
2020-09-09芦　屋日本ＭＢ選手会会長杯8R,1330,180,130,3000,990,170,630,220,10780,2080
2020-09-09芦　屋日本ＭＢ選手会会長杯9R,370,190,480,1890,1290,280,160,190,3200,330
2020-09-09芦　屋日本ＭＢ選手会会長杯10R,120,140,170,940,680,200,1380,1220,12550,5110
2020-09-09芦　屋日本ＭＢ選手会会長杯11R,120,100,180,1380,660,470,590,1180,6630,2210
2020-09-09芦　屋日本ＭＢ選手会会長杯12R,770,350,1470,4550,3330,730,310,1450,11580,2690
2020-09-09若　松ポカリスエットカップ1R,570,450,120,3810,920,290,1810,260,24010,2200
2020-09-09若　松ポカリスエットカップ2R,2000,260,210,5890,1300,260,370,130,11200,870
2020-09-09若　松ポカリスエットカップ3R,400,500,500,7340,2960,350,540,450,18570,2670
2020-09-09若　松ポカリスエットカップ4R,320,150,310,1120,620,310,360,690,6380,1560
2020-09-09若　松ポカリスエットカップ5R,100,110,250,240,220,120,260,420,1700,1320
2020-09-09若　松ポカリスエットカップ6R,190,120,100,580,200,150,260,150,1440,320
2020-09-09若　松ポカリスエットカップ7R,350,330,940,8000,5010,440,220,290,14880,1480
2020-09-09若　松ポカリスエットカップ8R,2460,750,550,20910,8550,1140,1250,140,200780,4480
2020-09-09若　松ポカリスエットカップ9R,120,100,120,200,180,140,390,480,1360,620
2020-09-09若　松ポカリスエットカップ10R,760,210,100,2970,320,140,650,230,7140,940
2020-09-09若　松ポカリスエットカップ11R,130,110,180,380,350,170,270,500,2840,1000
2020-09-09若　松ポカリスエットカップ12R,120,100,130,780,550,200,330,560,3040,1440
2020-09-09下　関ＢＴＳながとオープン記念1R,100,100,250,530,440,200,220,1020,2650,1440
2020-09-09下　関ＢＴＳながとオープン記念2R,150,120,130,340,220,210,600,890,2330,1190
2020-09-09下　関ＢＴＳながとオープン記念3R,270,300,-1,1690,1490,960,250,310,15210,1730
2020-09-09下　関ＢＴＳながとオープン記念4R,170,310,270,380,210,110,280,260,1510,540
2020-09-09下　関ＢＴＳながとオープン記念5R,100,100,160,420,330,280,310,930,2050,1360
2020-09-09下　関ＢＴＳながとオープン記念6R,170,100,100,350,180,150,420,680,2740,740
2020-09-09下　関ＢＴＳながとオープン記念7R,120,100,150,190,190,100,110,200,480,300
2020-09-09下　関ＢＴＳながとオープン記念8R,2560,1510,120,20470,1890,670,1690,160,88610,1990
